scene_id,veh_id,num_total_vehs,veh_int_paths,tot_int_paths,goal_rate,off_road,veh_veh_collision,Agent,Train agent,Dataset,Eval mode,Reg. weight
tfrecord-00040-of-01000_427.json,36,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00040-of-01000_427.json,17,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00040-of-01000_427.json,20,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00040-of-01000_427.json,18,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00040-of-01000_427.json,3,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00019-of-01000_105.json,26,4,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00019-of-01000_105.json,62,4,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00019-of-01000_105.json,17,4,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00019-of-01000_105.json,84,4,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00005-of-01000_423.json,1,4,1.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00005-of-01000_423.json,30,4,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00005-of-01000_423.json,36,4,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00005-of-01000_423.json,0,4,1.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,2,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,8,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,16,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,60,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,34,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,1,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,58,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,26,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,22,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,7,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
